name,team,position,GW,opponent_name,was_home,fixture_difficulty,predicted_goals,raw_predicted_goals,fixture_adjusted_goals,blended_prediction,min_probability,opponent_team,team_attacking,opp_defending
Alexis Mac Allister,Liverpool,MID,31,Fulham,False,4.1,0.24,0.017262279387279388,0.4272622793872793,0.24035581340401876,0.12,9,1350,1150
Brennan Johnson,Spurs,MID,31,Southampton,True,0.95,0.24,0.3271731589700022,0.4221731589700022,0.2378112531953802,0.12,17,1090,1080
Matheus Santos Carneiro Da Cunha,Wolves,FWD,31,Ipswich,False,0.1,0.24,0.34242986723888436,0.35242986723888436,0.23799470314569057,0.2,10,1070,1080
Justin Kluivert,Bournemouth,MID,31,West Ham,False,1.8,0.24,0.24798441631897525,0.4279844163189752,0.24071688186986673,0.12,19,1170,1110
James McConnell,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Harvey Elliott,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Endo Wataru,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Federico Chiesa,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Tyler Morton,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Ben Doak,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
James Maddison,Spurs,MID,31,Southampton,True,0.95,0.23,0.3079665553123001,0.4029665553123001,0.22820795136652916,0.11457142857142856,17,1090,1080
Ryan Gravenberch,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0011111111111111111,0.41111111111111104,0.23228022926593464,0.12,9,1350,1150
Anthony Gordon,Newcastle,MID,31,Leicester,False,2.1,0.23,0.19207839813443264,0.4020783981344326,0.2277638727775954,0.12,11,1150,1090
Bobby Clark,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Stefan Bajčetić Maquieira,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Treymaurice Nyoni,Liverpool,MID,31,Fulham,False,4.1,0.23,0.0,0.4099999999999999,0.23172467371037908,0.024,9,1350,1150
Trent Alexander-Arnold,Liverpool,DEF,31,Fulham,False,4.1,0.22,0.021758241758241755,0.4317582417582417,0.22322892914499218,0.06,9,1350,1150
Virgil van Dijk,Liverpool,DEF,31,Fulham,False,4.1,0.22,0.016423104673104674,0.42642310467310457,0.22056136060242362,0.06,9,1350,1150
Andrew Robertson,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0008653846153846154,0.4108653846153845,0.2127825005735636,0.06,9,1350,1150
Konstantinos Tsimikas,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.01365,9,1350,1150
Amara Nallo,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.012,9,1350,1150
Rhys Williams,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.012,9,1350,1150
Ibrahima Konaté,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.004325396825396825,0.41432539682539676,0.21451250667856972,0.05645,9,1350,1150
Joe Gomez,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.02585,9,1350,1150
Nathaniel Phillips,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.012,9,1350,1150
Alisson Ramses Becker,Liverpool,GK,31,Fulham,False,4.1,0.21,0.0052012987012987014,0.4152012987012986,0.2076006493506493,0.0089,9,1350,1150
Conor Bradley,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.000625,0.4106249999999999,0.2126623082658713,0.012,9,1350,1150
Jarell Quansah,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.012,9,1350,1150
Sepp van den Berg,Liverpool,DEF,31,Fulham,False,4.1,0.21,0.0,0.4099999999999999,0.2123498082658713,0.012,9,1350,1150
Jean-Philippe Mateta,Crystal Palace,FWD,31,Brighton,True,-0.4,0.2,0.03630598527289704,0.0,0.0617797695262484,0.2,5,1140,1160
Caoimhin Kelleher,Liverpool,GK,31,Fulham,False,4.1,0.2,0.0,0.4099999999999999,0.20499999999999996,0.006,9,1350,1150
Iliman Ndiaye,Everton,FWD,31,Arsenal,True,-4.1,0.2,0.012769952269952272,0.0,0.0617797695262484,0.2,1,1130,1300
Liam Delap,Ipswich,FWD,31,Wolves,True,-0.7,0.2,0.0814378978864273,0.011437897886427295,0.06749871846946204,0.2,20,1070,1120
Morgan Gibbs-White,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.2,0.11959636197136199,0.33959636197136195,0.1965228546960601,0.12,2,1250,1140
Ollie Watkins,Aston Villa,FWD,31,Nott'm Forest,True,-2.2,0.2,0.4576802398779784,0.23768023987797837,0.18061988946523758,0.2,16,1080,1190
Jamie Vardy,Leicester,FWD,31,Newcastle,True,-3.9,0.2,0.1396528300131241,0.0,0.0617797695262484,0.2,15,1060,1300
Yoane Wissa,Brentford,FWD,31,Chelsea,True,-3.75,0.2,0.3866899728023954,0.01168997280239542,0.0676247559274461,0.2,6,1080,1320
Raúl Jiménez,Fulham,FWD,31,Liverpool,True,-4.3,0.2,0.36827977605469875,0.0,0.0617797695262484,0.2,12,1150,1370
Jørgen Strand Larsen,Wolves,FWD,31,Ipswich,False,0.1,0.2,0.15245612638994993,0.16245612638994994,0.14300783272122336,0.2,10,1070,1080
Dominic Calvert-Lewin,Everton,FWD,31,Arsenal,True,-4.1,0.2,0.06424825378869498,0.0,0.0617797695262484,0.2,1,1130,1300
Vítezslav Jaros,Liverpool,GK,31,Fulham,False,4.1,0.2,0.0,0.4099999999999999,0.20499999999999996,0.002,9,1350,1150
Harvey Davies,Liverpool,GK,31,Fulham,False,4.1,0.2,0.0,0.4099999999999999,0.20499999999999996,0.002,9,1350,1150
Sávio 'Savinho' Moreira de Oliveira,Man City,MID,31,Man Utd,False,1.75,0.2,0.16680706793206795,0.341807067932068,0.19762820767641312,0.10257142857142856,14,1150,1110
Odsonne Edouard,Crystal Palace,FWD,31,Brighton,True,-0.4,0.19,0.002901785714285714,0.0,0.0617797695262484,0.19166666666666668,5,1140,1160
Adam Armstrong,Southampton,FWD,31,Spurs,False,-2.45,0.18,0.0058493589743589735,0.0,0.0617797695262484,0.1793650793650794,18,1050,1210
João Pedro Junqueira de Jesus,Brighton,FWD,31,Crystal Palace,False,0.4,0.18,0.05704868398438007,0.0970486839843801,0.11030411151843844,0.176984126984127,7,1140,1120
Danny Welbeck,Brighton,FWD,31,Crystal Palace,False,0.4,0.18,0.05236879537730929,0.09236879537730933,0.10796416721490307,0.17825396825396825,7,1140,1120
Taiwo Awoniyi,Nott'm Forest,FWD,31,Aston Villa,False,2.2,0.18,0.008075757575757575,0.22807575757575754,0.17581764831412716,0.04000000000000001,2,1250,1140
Callum Wilson,Newcastle,FWD,31,Leicester,False,2.1,0.17,0.0,0.20999999999999996,0.16677976952624837,0.04000000000000001,11,1150,1090
Son Heung-min,Spurs,MID,31,Southampton,True,0.95,0.17,0.19946439467395347,0.29446439467395347,0.17395687104735585,0.12,17,1090,1080
Bernardo Veiga de Carvalho e Silva,Man City,MID,31,Man Utd,False,1.75,0.17,0.10241228817622007,0.2774122881762201,0.16543081779848917,0.12,14,1150,1110
William Osula,Newcastle,FWD,31,Leicester,False,2.1,0.17,0.0,0.20999999999999996,0.16677976952624837,0.04000000000000001,11,1150,1090
Emmanuel Dennis,Nott'm Forest,FWD,31,Aston Villa,False,2.2,0.17,0.0,0.21999999999999997,0.17177976952624838,0.04000000000000001,2,1250,1140
Hwang Ui-jo,Nott'm Forest,FWD,31,Aston Villa,False,2.2,0.17,0.0,0.21999999999999997,0.17177976952624838,0.04000000000000001,2,1250,1140
Rasmus Højlund,Man Utd,FWD,31,Man City,True,-3.65,0.16,0.0037142857142857142,0.0,0.0617797695262484,0.1623809523809524,13,1120,1350
Enes Ünal,Bournemouth,FWD,31,West Ham,False,1.8,0.16,0.008081349206349207,0.18808134920634914,0.15582044412942297,0.05238095238095239,19,1170,1110
Dango Ouattara,Bournemouth,MID,31,West Ham,False,1.8,0.16,0.07715323565323567,0.2571532356532356,0.15530129153699693,0.09190476190476189,19,1170,1110
Divin Mubama,Man City,FWD,31,Man Utd,False,1.75,0.15,0.0,0.17500000000000004,0.1492797695262484,0.04000000000000001,14,1150,1110
Kevin De Bruyne,Man City,MID,31,Man Utd,False,1.75,0.15,0.07724018615266241,0.25224018615266247,0.15284476678671036,0.08657142857142856,14,1150,1110
Remy Rees-Dottin,Bournemouth,FWD,31,West Ham,False,1.8,0.15,0.0,0.17999999999999994,0.15177976952624836,0.04000000000000001,19,1170,1110
Daniel Adu-Adjei,Bournemouth,FWD,31,West Ham,False,1.8,0.15,0.0,0.17999999999999994,0.15177976952624836,0.04000000000000001,19,1170,1110
Cameron Archer,Southampton,FWD,31,Spurs,False,-2.45,0.15,0.018333952811893987,0.0,0.0617797695262484,0.15063492063492065,18,1050,1210
Julián Álvarez,Man City,FWD,31,Man Utd,False,1.75,0.15,0.0,0.17500000000000004,0.1492797695262484,0.04000000000000001,14,1150,1110
Anthony Elanga,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.15,0.023103021978021977,0.24310302197802194,0.14827618469939008,0.11447619047619048,2,1250,1140
Daniel Jebbison,Bournemouth,FWD,31,West Ham,False,1.8,0.15,0.0,0.17999999999999994,0.15177976952624836,0.04000000000000001,19,1170,1110
Marc Guiu Paz,Chelsea,FWD,31,Brentford,False,1.65,0.15,0.0016666666666666666,0.1666666666666667,0.14511310285958176,0.04000000000000001,4,1150,1120
Harvey Barnes,Newcastle,MID,31,Leicester,False,2.1,0.15,0.032926985188014596,0.24292698518801456,0.1481881663043864,0.07361904761904763,11,1150,1090
Armando Broja,Chelsea,FWD,31,Brentford,False,1.65,0.14,0.0,0.16500000000000004,0.1442797695262484,0.04000000000000001,4,1150,1120
Ramón Sosa,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
Josh Bowler,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
Ibrahim Sangaré,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0023809523809523807,0.22238095238095235,0.1379151499008553,0.024,2,1250,1140
Jacob Murphy,Newcastle,MID,31,Leicester,False,2.1,0.14,0.019810897435897437,0.2298108974358974,0.14163012242832781,0.10438095238095238,11,1150,1090
Callum Hudson-Odoi,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.012970238095238094,0.23297023809523806,0.14320979275799814,0.12,2,1250,1140
Deivid Washington de Souza Eugênio,Chelsea,FWD,31,Brentford,False,1.65,0.14,0.0,0.16500000000000004,0.1442797695262484,0.04000000000000001,4,1150,1120
Lewis O'Brien,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
James Ward-Prowse,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.04168421052631578,2,1250,1140
David Datro Fofana,Chelsea,FWD,31,Brentford,False,1.65,0.14,0.0,0.16500000000000004,0.1442797695262484,0.04000000000000001,4,1150,1120
Alex Mighten,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
Eric da Silva Moreira,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
Nicolás Domínguez,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.003611111111111111,0.2236111111111111,0.13853022926593467,0.09180952380952381,2,1250,1140
Phil Foden,Man City,MID,31,Man Utd,False,1.75,0.14,0.04672222222222223,0.22172222222222226,0.13758578482149025,0.10847619047619048,14,1150,1110
Ryan Yates,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.000625,0.22062499999999996,0.1370371737103791,0.12,2,1250,1140
Romelu Lukaku Bolingoli,Chelsea,FWD,31,Brentford,False,1.65,0.14,0.0,0.16500000000000004,0.1442797695262484,0.04000000000000001,4,1150,1120
Danilo dos Santos de Oliveira,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.024,2,1250,1140
João Pedro Ferreira Silva,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.0,0.21999999999999997,0.1367246737103791,0.05323809523809524,2,1250,1140
Dejan Kulusevski,Spurs,MID,31,Southampton,True,0.95,0.14,0.13533156490230533,0.2303315649023053,0.14189045616153176,0.12,17,1090,1080
Bruno Guimarães Rodriguez Moura,Newcastle,MID,31,Leicester,False,2.1,0.14,0.011866147741147741,0.2218661477411477,0.13765774758095298,0.12,11,1150,1090
Elliot Anderson,Nott'm Forest,MID,31,Aston Villa,False,2.2,0.14,0.011391806722689074,0.23139180672268905,0.14242057707172365,0.12,2,1250,1140
Joelinton Cássio Apolinário de Lira,Newcastle,MID,31,Leicester,False,2.1,0.14,0.016708333333333332,0.2267083333333333,0.14007884037704577,0.12,11,1150,1090
Garang Kuol,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Marcus Tavernier,Bournemouth,MID,31,West Ham,False,1.8,0.13,0.032120306001188356,0.2121203060011883,0.13278482671097327,0.10838095238095238,19,1170,1110
Miguel Almirón Rejala,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Lewis Miley,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Joe White,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Sean Longstaff,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0022727272727272726,0.21227272727272722,0.13286103734674273,0.06771428571428571,11,1150,1090
Isaac Hayden,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Sandro Tonali,Newcastle,MID,31,Leicester,False,2.1,0.13,0.005365079365079365,0.21536507936507934,0.13440721339291878,0.11304761904761904,11,1150,1090
Ryan Fraser,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.024,11,1150,1090
Enzo Fernández,Chelsea,MID,31,Brentford,False,1.65,0.13,0.04078622358034124,0.20578622358034127,0.12961778550054975,0.12,4,1150,1120
Michail Antonio,West Ham,FWD,31,Bournemouth,True,-3.0,0.13,0.005875,0.0,0.0617797695262484,0.13238095238095238,3,1080,1260
Joe Willock,Newcastle,MID,31,Leicester,False,2.1,0.13,0.0,0.20999999999999996,0.1317246737103791,0.05219047619047619,11,1150,1090
Luis Sinisterra,Bournemouth,MID,31,West Ham,False,1.8,0.12,0.0038095238095238095,0.18380952380952376,0.118629435615141,0.024,19,1170,1110
Mohammed Kudus,West Ham,MID,31,Bournemouth,True,-3.0,0.12,0.03226678876678877,0.0,0.026724673710379118,0.12,3,1080,1260
Mario Lemina,Wolves,MID,31,Ipswich,False,0.1,0.12,0.009892045454545454,0.01989204545454546,0.03667069643765185,0.12,10,1070,1080
Youri Tielemans,Aston Villa,MID,31,Nott'm Forest,True,-2.2,0.12,0.01621947496947497,0.0,0.026724673710379118,0.12,16,1080,1190
Tyler Dibling,Southampton,MID,31,Spurs,False,-2.45,0.12,0.0034573412698412696,0.0,0.026724673710379118,0.11666666666666665,18,1050,1210
Lucas Tolentino Coelho de Lima,West Ham,MID,31,Bournemouth,True,-3.0,0.12,0.017289984933367288,0.0,0.026724673710379118,0.12,3,1080,1260
Joshua Zirkzee,Man Utd,FWD,31,Man City,True,-3.65,0.12,0.023155753968253968,0.0,0.0617797695262484,0.1165079365079365,13,1120,1350
Christian Nørgaard,Brentford,MID,31,Chelsea,True,-3.75,0.12,0.004107503607503607,0.0,0.026724673710379118,0.12,6,1080,1320
Jonathan Panzo,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.0,0.21999999999999997,0.11734980826587131,0.012,2,1250,1140
Vitaly Janelt,Brentford,MID,31,Chelsea,True,-3.75,0.12,0.0007692307692307692,0.0,0.026724673710379118,0.12,6,1080,1320
Alex Iwobi,Fulham,MID,31,Liverpool,True,-4.3,0.12,0.24996721291300777,0.0,0.026724673710379118,0.12,12,1150,1370
Lewis Cook,Bournemouth,MID,31,West Ham,False,1.8,0.12,0.00125,0.18124999999999994,0.11734967371037909,0.12,19,1170,1110
Idrissa Gueye,Everton,MID,31,Arsenal,True,-4.1,0.12,0.00025,0.0,0.026724673710379118,0.12,1,1130,1300
Nikola Milenković,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.007877289377289376,0.22787728937728935,0.121288452954516,0.06,2,1250,1140
Harry Toffolo,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.0,0.21999999999999997,0.11734980826587131,0.012,2,1250,1140
Christopher Nkunku,Chelsea,MID,31,Brentford,False,1.65,0.12,0.014488961610285138,0.17948896161028519,0.11646915451552171,0.036952380952380945,4,1150,1120
Saša Lukić,Fulham,MID,31,Liverpool,True,-4.3,0.12,0.0,0.0,0.026724673710379118,0.11828571428571429,12,1150,1370
Keane Lewis-Potter,Brentford,MID,31,Chelsea,True,-3.75,0.12,0.02868267680032386,0.0,0.026724673710379118,0.12,6,1080,1320
Omari Giraud-Hutchinson,Ipswich,MID,31,Wolves,True,-0.7,0.12,0.02306354593119299,0.0,0.026724673710379118,0.12,20,1070,1120
Alex Scott,Bournemouth,MID,31,West Ham,False,1.8,0.12,0.0,0.17999999999999994,0.11672467371037909,0.024571428571428574,19,1170,1110
Andrew Omobamidele,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.0,0.21999999999999997,0.11734980826587131,0.012,2,1250,1140
Sam Morsy,Ipswich,MID,31,Wolves,True,-0.7,0.12,0.0,0.0,0.026724673710379118,0.12,20,1070,1120
Morgan Rogers,Aston Villa,MID,31,Nott'm Forest,True,-2.2,0.12,0.1489633352758353,0.0,0.026724673710379118,0.12,16,1080,1190
Murillo Santiago Costa dos Santos,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.0008653846153846154,0.2208653846153846,0.11778250057356363,0.06,2,1250,1140
Jaidon Anthony,Bournemouth,MID,31,West Ham,False,1.8,0.12,0.0,0.17999999999999994,0.11672467371037909,0.024,19,1170,1110
Ryan Christie,Bournemouth,MID,31,West Ham,False,1.8,0.12,0.008095238095238095,0.18809523809523804,0.12077229275799814,0.12,19,1170,1110
Amad Diallo,Man Utd,MID,31,Man City,True,-3.65,0.12,0.23907323131603475,0.0,0.026724673710379118,0.12,13,1120,1350
Joško Gvardiol,Man City,DEF,31,Man Utd,False,1.75,0.12,0.04957804842911226,0.2245780484291123,0.11963883248042748,0.06,14,1150,1110
Neco Williams,Nott'm Forest,DEF,31,Aston Villa,False,2.2,0.12,0.0007692307692307692,0.22076923076923075,0.1177344236504867,0.05157142857142857,2,1250,1140
Tomáš Souček,West Ham,MID,31,Bournemouth,True,-3.0,0.12,0.04574658674658675,0.0,0.026724673710379118,0.12,3,1080,1260
