name,team,position,opponent_name,was_home,fixture_difficulty,predicted_bonus
Wilfred Ndidi,Leicester,MID,Nott'm Forest,False,-2.2,0.05
Wout Faes,Leicester,DEF,Nott'm Forest,False,-2.2,0.05
Dara O'Shea,Ipswich,DEF,Brentford,True,-3.6,0.05
Calvin Bassey,Fulham,DEF,Everton,True,0.75,0.05
Ryan Gravenberch,Liverpool,MID,Arsenal,True,0.6,0.05
Patrick Dorgu,Man Utd,DEF,West Ham,True,0.15,0.05
Matt Doherty,Wolves,DEF,Brighton,True,-1.45,0.05
Arijanet Muric,Ipswich,GK,Brentford,True,-3.6,0.05
Mario Lemina,Wolves,MID,Brighton,True,-1.45,0.05
Curtis Jones,Liverpool,MID,Arsenal,True,0.6,0.05
Łukasz Fabiański,West Ham,GK,Man Utd,False,-0.45,0.05
Matheus Luiz Nunes,Man City,MID,Southampton,False,2.85,0.05
Mohammed Kudus,West Ham,MID,Man Utd,False,-0.45,0.05
Taylor Harwood-Bellis,Southampton,DEF,Man City,True,-4.95,0.05
Ryan Christie,Bournemouth,MID,Aston Villa,True,-1.6,0.05
Pape Matar Sarr,Spurs,MID,Crystal Palace,True,-0.1,0.04
Norberto Murara Neto,Bournemouth,GK,Aston Villa,True,-1.6,0.04
Idrissa Gueye,Everton,MID,Fulham,False,-0.35,0.04
Emiliano Martínez Romero,Aston Villa,GK,Bournemouth,False,-0.8,0.04
Ryan Yates,Nott'm Forest,MID,Leicester,True,2.2,0.04
Nicolás Domínguez,Nott'm Forest,MID,Leicester,True,2.2,0.04
Joe Aribo,Southampton,MID,Man City,True,-4.95,0.04
Trevoh Chalobah,Crystal Palace,DEF,Spurs,False,-0.9,0.04
Antonín Kinsky,Spurs,GK,Crystal Palace,True,-0.1,0.04
Max Kilman,West Ham,DEF,Man Utd,False,-0.45,0.04
Kyle Walker-Peters,Southampton,DEF,Man City,True,-4.95,0.04
Lewis Cook,Bournemouth,MID,Aston Villa,True,-1.6,0.04
Harry Maguire,Man Utd,DEF,West Ham,True,0.15,0.03
Ilkay Gündogan,Man City,MID,Southampton,False,2.85,0.03
Facundo Buonanotte,Leicester,MID,Nott'm Forest,False,-2.2,0.03
Joachim Andersen,Crystal Palace,DEF,Spurs,False,-0.9,0.03
Jacob Greaves,Ipswich,DEF,Brentford,True,-3.6,0.03
Jadon Sancho,Chelsea,MID,Newcastle,False,-0.6,0.03
Leif Davis,Ipswich,DEF,Brentford,True,-3.6,0.03
Sandro Tonali,Newcastle,MID,Chelsea,True,-2.2,0.03
Riccardo Calafiori,Arsenal,DEF,Liverpool,False,-0.2,0.03
Joachim Andersen,Fulham,DEF,Everton,True,0.75,0.03
Darwin Núñez Ribeiro,Liverpool,FWD,Arsenal,True,0.6,0.03
Destiny Udogie,Spurs,DEF,Crystal Palace,True,-0.1,0.03
Lucas Tolentino Coelho de Lima,West Ham,MID,Man Utd,False,-0.45,0.03
Pedro Lomba Neto,Chelsea,MID,Newcastle,False,-0.6,0.03
Alejandro Garnacho,Man Utd,MID,West Ham,True,0.15,0.03
James Ward-Prowse,West Ham,MID,Man Utd,False,-0.45,0.03
Vitaly Janelt,Brentford,MID,Ipswich,False,1.2,0.03
João Victor Gomes da Silva,Wolves,MID,Brighton,True,-1.45,0.03
Emerson Palmieri dos Santos,West Ham,DEF,Man Utd,False,-0.45,0.02
Adama Traoré,Fulham,MID,Everton,True,0.75,0.02
Adam Armstrong,Southampton,FWD,Man City,True,-4.95,0.02
Konstantinos Mavropanos,West Ham,DEF,Man Utd,False,-0.45,0.02
Dominic Calvert-Lewin,Everton,FWD,Fulham,False,-0.35,0.02
Sam Morsy,Ipswich,MID,Brentford,True,-3.6,0.02
Jean-Ricner Bellegarde,Wolves,MID,Brighton,True,-1.45,0.02
Kyle Walker,Man City,DEF,Southampton,False,2.85,0.02
Amadou Onana,Aston Villa,MID,Bournemouth,False,-0.8,0.02
Mads Roerslev Rasmussen,Brentford,DEF,Ipswich,False,1.2,0.02
Bernd Leno,Fulham,GK,Everton,True,0.75,0.02
Michail Antonio,West Ham,FWD,Man Utd,False,-0.45,0.02
Carlos Baleba,Brighton,MID,Wolves,False,0.75,0.02
Malo Gusto,Chelsea,DEF,Newcastle,False,-0.6,0.02
Caoimhin Kelleher,Liverpool,GK,Arsenal,True,0.6,0.02
Victor Kristiansen,Leicester,DEF,Nott'm Forest,False,-2.2,0.02
Pau Torres,Aston Villa,DEF,Bournemouth,False,-0.8,0.02
Guglielmo Vicario,Spurs,GK,Crystal Palace,True,-0.1,0.02
Alphonse Areola,West Ham,GK,Man Utd,False,-0.45,0.02
Djed Spence,Spurs,DEF,Crystal Palace,True,-0.1,0.02
Michael Keane,Everton,DEF,Fulham,False,-0.35,0.02
Jannik Vestergaard,Leicester,DEF,Nott'm Forest,False,-2.2,0.02
Álex Moreno Lopera,Nott'm Forest,DEF,Leicester,True,2.2,0.01
Timothy Castagne,Fulham,DEF,Everton,True,0.75,0.01
Yves Bissouma,Spurs,MID,Crystal Palace,True,-0.1,0.01
Craig Dawson,Wolves,DEF,Brighton,True,-1.45,0.01
Jefferson Lerma Solís,Crystal Palace,MID,Spurs,False,-0.9,0.01
Benjamin White,Arsenal,DEF,Liverpool,False,-0.2,0.01
Cameron Burgess,Ipswich,DEF,Brentford,True,-3.6,0.01
Jack Stephens,Southampton,DEF,Man City,True,-4.95,0.01
Radu Drăgușin,Spurs,DEF,Crystal Palace,True,-0.1,0.01
Christopher Nkunku,Chelsea,MID,Newcastle,False,-0.6,0.01
Rasmus Højlund,Man Utd,FWD,West Ham,True,0.15,0.01
Sander Berge,Fulham,MID,Everton,True,0.75,0.01
Stefan Ortega Moreno,Man City,GK,Southampton,False,2.85,0.01
André Trindade da Costa Neto,Wolves,MID,Brighton,True,-1.45,0.01
Crysencio Summerville,West Ham,MID,Man Utd,False,-0.45,0.01
Boubacar Kamara,Aston Villa,MID,Bournemouth,False,-0.8,0.01
Bilal El Khannouss,Leicester,MID,Nott'm Forest,False,-2.2,0.01
Kobbie Mainoo,Man Utd,MID,West Ham,True,0.15,0.01
Sam Johnstone,Wolves,GK,Brighton,True,-1.45,0.01
Abdoulaye Doucouré,Everton,MID,Fulham,False,-0.35,0.01
Will Hughes,Crystal Palace,MID,Spurs,False,-0.9,0.01
Kristoffer Ajer,Brentford,DEF,Ipswich,False,1.2,0.01
Pervis Estupiñán,Brighton,DEF,Wolves,False,0.75,0.01
Issa Diop,Fulham,DEF,Everton,True,0.75,0.01
Micky van de Ven,Spurs,DEF,Crystal Palace,True,-0.1,0.01
Omari Giraud-Hutchinson,Ipswich,MID,Brentford,True,-3.6,0.01
Jack Hinshelwood,Brighton,MID,Wolves,False,0.75,0.01
Caleb Okoli,Leicester,DEF,Nott'm Forest,False,-2.2,0.01
Jack Harrison,Everton,MID,Fulham,False,-0.35,0.01
Stephy Mavididi,Leicester,MID,Nott'm Forest,False,-2.2,0.01
Fraser Forster,Spurs,GK,Crystal Palace,True,-0.1,0.01
Luke Woolfenden,Ipswich,DEF,Brentford,True,-3.6,0.01
Igor Julio dos Santos de Paulo,Brighton,DEF,Wolves,False,0.75,0.01
Joshua Zirkzee,Man Utd,FWD,West Ham,True,0.15,0.01
Jesper Lindstrøm,Everton,MID,Fulham,False,-0.35,0.01
James Justin,Leicester,DEF,Nott'm Forest,False,-2.2,0.01
Yasin Ayari,Brighton,MID,Wolves,False,0.75,0.01
Sugawara Yukinari,Southampton,DEF,Man City,True,-4.95,0.01
Tosin Adarabioyo,Chelsea,DEF,Newcastle,False,-0.6,0.01
Tyler Dibling,Southampton,MID,Man City,True,-4.95,0.01
Andrés García,Aston Villa,DEF,Bournemouth,False,-0.8,0.0
Diego Carlos Santos Silva,Aston Villa,DEF,Bournemouth,False,-0.8,0.0
Orel Mangala,Everton,MID,Fulham,False,-0.35,0.0
Manuel Ugarte,Man Utd,MID,West Ham,True,0.15,0.0
Carlos Soler,West Ham,MID,Man Utd,False,-0.45,0.0
Jacob Ramsey,Aston Villa,MID,Bournemouth,False,-0.8,0.0
Kalvin Phillips,Ipswich,MID,Brentford,True,-3.6,0.0
Adam Smith,Bournemouth,DEF,Aston Villa,True,-1.6,0.0
Diego Gómez,Brighton,MID,Wolves,False,0.75,0.0
Tyler Adams,Bournemouth,MID,Aston Villa,True,-1.6,0.0
Odsonne Edouard,Crystal Palace,FWD,Spurs,False,-0.9,0.0
Marcos Senesi,Bournemouth,DEF,Aston Villa,True,-1.6,0.0
Jake O'Brien,Everton,DEF,Fulham,False,-0.35,0.0
Jean-Clair Todibo,West Ham,DEF,Man Utd,False,-0.45,0.0
Albert Grønbæk,Southampton,MID,Man City,True,-4.95,0.0
Wesley Fofana,Chelsea,DEF,Newcastle,False,-0.6,0.0
Santiago Bueno,Wolves,DEF,Brighton,True,-1.45,0.0
Conor Chaplin,Ipswich,MID,Brentford,True,-3.6,0.0
Daichi Kamada,Crystal Palace,MID,Spurs,False,-0.9,0.0
Wes Burns,Ipswich,MID,Brentford,True,-3.6,0.0
Harry Winks,Leicester,MID,Nott'm Forest,False,-2.2,0.0
Conor Coady,Leicester,DEF,Nott'm Forest,False,-2.2,0.0
Guido Rodríguez,West Ham,MID,Man Utd,False,-0.45,0.0
Boubakary Soumaré,Leicester,MID,Nott'm Forest,False,-2.2,0.0
Archie Gray,Spurs,MID,Crystal Palace,True,-0.1,0.0
Jack Clarke,Ipswich,MID,Brentford,True,-3.6,0.0
Cameron Archer,Southampton,FWD,Man City,True,-4.95,0.0
John McGinn,Aston Villa,MID,Bournemouth,False,-0.8,0.0
Kieran Trippier,Newcastle,DEF,Chelsea,True,-2.2,0.0
Rodrigo Bentancur,Spurs,MID,Crystal Palace,True,-0.1,0.0
Vladimír Coufal,West Ham,DEF,Man Utd,False,-0.45,0.0
Leon Bailey,Aston Villa,MID,Bournemouth,False,-0.8,0.0
Christian Eriksen,Man Utd,MID,West Ham,True,0.15,0.0
Lucas Bergvall,Spurs,MID,Crystal Palace,True,-0.1,0.0
Jordan Ayew,Leicester,MID,Nott'm Forest,False,-2.2,0.0
Oliver Skipp,Leicester,MID,Nott'm Forest,False,-2.2,0.0
Edson Álvarez Velázquez,West Ham,MID,Man Utd,False,-0.45,0.0
Lesley Ugochukwu,Southampton,MID,Man City,True,-4.95,0.0
Jens Cajuste,Ipswich,MID,Brentford,True,-3.6,0.0
Abdul Fatawu,Leicester,MID,Nott'm Forest,False,-2.2,0.0
Ryan Manning,Southampton,DEF,Man City,True,-4.95,0.0
Flynn Downes,Southampton,MID,Man City,True,-4.95,0.0
Trevoh Chalobah,Chelsea,DEF,Newcastle,False,-0.6,0.0
Sean Longstaff,Newcastle,MID,Chelsea,True,-2.2,0.0
James Garner,Everton,MID,Fulham,False,-0.35,0.0
Ben Johnson,Ipswich,DEF,Brentford,True,-3.6,0.0
Saša Lukić,Fulham,MID,Everton,True,0.75,0.0
Matty Cash,Aston Villa,DEF,Bournemouth,False,-0.8,0.0
Axel Tuanzebe,Ipswich,DEF,Brentford,True,-3.6,0.0
Adam Wharton,Crystal Palace,MID,Spurs,False,-0.9,0.0
Tyrone Mings,Aston Villa,DEF,Bournemouth,False,-0.8,0.0
