name,team,position,GW,opponent_name,was_home,fixture_difficulty,predicted_goals,raw_predicted_goals,fixture_adjusted_goals,blended_prediction,min_probability,opponent_team,team_attacking,opp_defending
Álex Moreno Lopera,Nott'm Forest,DEF,36,Leicester,True,2.2,0.18,0.0005555555555555556,0.2645555555555555,0.1785555819686564,0.04218181818181818,11,1200,1090
Ola Aina,Nott'm Forest,DEF,36,Leicester,True,2.2,0.18,0.0038888888888888883,0.26788888888888884,0.18072224863532307,0.06,11,1200,1090
Matz Sels,Nott'm Forest,GK,36,Leicester,True,2.2,0.17,0.0,0.26399999999999996,0.17159999999999997,0.01,11,1200,1090
Amad Diallo,Man Utd,MID,36,West Ham,True,0.15,0.17,0.21414279756191518,0.2321427975619152,0.17364890991201265,0.12,19,1120,1120
Rasmus Højlund,Man Utd,FWD,36,West Ham,True,0.15,0.16,0.004181929181929182,0.022181929181929197,0.06802351712614871,0.16447916666666668,19,1120,1120
Noni Madueke,Chelsea,MID,36,Newcastle,False,-0.6,0.16,0.2848160259073571,0.21281602590735718,0.16108650833654994,0.11399999999999999,15,1150,1250
Kevin Schade,Brentford,MID,36,Ipswich,False,1.2,0.15,0.04452892077892077,0.18852892077892075,0.14529989000306628,0.1145,10,1080,1080
Mikkel Damsgaard,Brentford,MID,36,Ipswich,False,1.2,0.14,0.029654556896847643,0.17365455689684764,0.13563155347971875,0.12,10,1080,1080
Joshua Zirkzee,Man Utd,FWD,36,West Ham,True,0.15,0.14,0.010290560134310137,0.028290560134310153,0.07199412724519633,0.14427083333333332,19,1120,1120
Cameron Archer,Southampton,FWD,36,Man City,True,-4.95,0.14,0.026405594405594403,0.0,0.05360526315789473,0.13967741935483874,13,1050,1350
Michail Antonio,West Ham,FWD,36,Man Utd,False,-0.45,0.13,0.005065438034188035,0.0,0.05360526315789473,0.13238095238095238,14,1080,1110
Bruno Borges Fernandes,Man Utd,MID,36,West Ham,True,0.15,0.13,0.1428632656945737,0.1608632656945737,0.12731721419824069,0.12,19,1120,1120
Dejan Kulusevski,Spurs,MID,36,Crystal Palace,True,-0.1,0.13,0.1804169150452352,0.16841691504523523,0.1322270862761707,0.12,7,1090,1120
John McGinn,Aston Villa,MID,36,Bournemouth,False,-0.8,0.12,0.0,0.0,0.02275609149676778,0.12,3,1160,1260
Antoine Semenyo,Bournemouth,MID,36,Aston Villa,True,-1.6,0.12,0.3357583344044564,0.14375833440445637,0.11619900885966442,0.12,2,1130,1270
Joelinton Cássio Apolinário de Lira,Newcastle,MID,36,Chelsea,True,-2.2,0.12,0.02168236455736456,0.0,0.02275609149676778,0.12,6,1140,1320
Enzo Fernández,Chelsea,MID,36,Newcastle,False,-0.6,0.12,0.06957857242380436,0.0,0.02275609149676778,0.12,15,1150,1250
Dominik Szoboszlai,Liverpool,MID,36,Arsenal,True,0.6,0.12,0.08308376177126175,0.15508376177126168,0.12356053664808789,0.12,1,1340,1300
Joe Aribo,Southampton,MID,36,Man City,True,-4.95,0.12,0.004549297924297924,0.0,0.02275609149676778,0.12,13,1050,1350
Wilfred Ndidi,Leicester,MID,36,Nott'm Forest,False,-2.2,0.12,0.0013257575757575756,0.0,0.02275609149676778,0.12,16,1080,1190
Sandro Tonali,Newcastle,MID,36,Chelsea,True,-2.2,0.12,0.01009453781512605,0.0,0.02275609149676778,0.12,6,1140,1320
Eberechi Eze,Crystal Palace,MID,36,Spurs,False,-0.9,0.12,0.08061712782265387,0.0,0.02275609149676778,0.12,18,1140,1210
James Maddison,Spurs,MID,36,Crystal Palace,True,-0.1,0.12,0.16251156222221358,0.15051156222221362,0.12058860694120663,0.11896551724137931,7,1090,1120
Jack Harrison,Everton,MID,36,Fulham,False,-0.35,0.12,0.005867424242424242,0.0,0.02275609149676778,0.11606666666666667,9,1140,1150
Son Heung-min,Spurs,MID,36,Crystal Palace,True,-0.1,0.12,0.12684504017224602,0.11484504017224607,0.09740536760872773,0.12,7,1090,1120
Alex Iwobi,Fulham,MID,36,Everton,True,0.75,0.12,0.04357989289126258,0.1335798928912625,0.10958302187608843,0.12,8,1150,1100
Omari Giraud-Hutchinson,Ipswich,MID,36,Brentford,True,-3.6,0.12,0.01216360028860029,0.0,0.02275609149676778,0.12,4,1070,1310
Saša Lukić,Fulham,MID,36,Everton,True,0.75,0.12,0.0,0.08999999999999994,0.08125609149676774,0.12,8,1150,1100
Ryan Gravenberch,Liverpool,MID,36,Arsenal,True,0.6,0.12,0.002,0.07399999999999993,0.07085609149676773,0.12,1,1340,1300
Youri Tielemans,Aston Villa,MID,36,Bournemouth,False,-0.8,0.12,0.019385673002963753,0.0,0.02275609149676778,0.12,3,1160,1260
Norberto Bercique Gomes Betuncal,Everton,FWD,36,Fulham,False,-0.35,0.12,0.019730252386502382,0.0,0.05360526315789473,0.11698924731182794,9,1140,1150
Morgan Rogers,Aston Villa,MID,36,Bournemouth,False,-0.8,0.12,0.07339044600773674,0.0,0.02275609149676778,0.12,3,1160,1260
Emile Smith Rowe,Fulham,MID,36,Everton,True,0.75,0.12,0.01178968253968254,0.10178968253968249,0.0889193851475614,0.12,8,1150,1100
Keane Lewis-Potter,Brentford,MID,36,Ipswich,False,1.2,0.12,0.0018181818181818182,0.14581818181818182,0.11753790967858596,0.12,10,1080,1080
James Ward-Prowse,West Ham,MID,36,Man Utd,False,-0.45,0.12,0.0016666666666666666,0.0,0.02275609149676778,0.12,14,1080,1110
Alexis Mac Allister,Liverpool,MID,36,Arsenal,True,0.6,0.12,0.00658982683982684,0.07858982683982677,0.07383947894265518,0.12,1,1340,1300
Vitaly Janelt,Brentford,MID,36,Ipswich,False,1.2,0.12,0.0,0.144,0.11635609149676779,0.12,10,1080,1080
Mohammed Kudus,West Ham,MID,36,Man Utd,False,-0.45,0.12,0.017277189870939874,0.0,0.02275609149676778,0.12,14,1080,1110
Justin Kluivert,Bournemouth,MID,36,Aston Villa,True,-1.6,0.12,0.28825197989868245,0.09625197989868242,0.08531987843091135,0.12,2,1130,1270
Declan Rice,Arsenal,MID,36,Liverpool,False,-0.2,0.12,0.044012501387501374,0.020012501387501352,0.03576421739864366,0.12,12,1370,1370
Christian Nørgaard,Brentford,MID,36,Ipswich,False,1.2,0.12,0.011728354978354978,0.15572835497835497,0.12397952223269851,0.12,10,1080,1080
Flynn Downes,Southampton,MID,36,Man City,True,-4.95,0.12,0.0,0.0,0.02275609149676778,0.12,13,1050,1350
Idrissa Gueye,Everton,MID,36,Fulham,False,-0.35,0.12,0.0,0.0,0.02275609149676778,0.12,9,1140,1150
Alejandro Garnacho,Man Utd,MID,36,West Ham,True,0.15,0.12,0.042343918281418286,0.0603439182814183,0.06197963837968968,0.1166875,19,1120,1120
João Victor Gomes da Silva,Wolves,MID,36,Brighton,True,-1.45,0.12,0.0,0.0,0.02275609149676778,0.12,5,1070,1160
Lucas Tolentino Coelho de Lima,West Ham,MID,36,Man Utd,False,-0.45,0.12,0.009683608058608057,0.0,0.02275609149676778,0.12,14,1080,1110
Sam Morsy,Ipswich,MID,36,Brentford,True,-3.6,0.12,0.0,0.0,0.02275609149676778,0.12,4,1070,1310
Bruno Guimarães Rodriguez Moura,Newcastle,MID,36,Chelsea,True,-2.2,0.12,0.01846916971916972,0.0,0.02275609149676778,0.12,6,1140,1320
Lewis Cook,Bournemouth,MID,36,Aston Villa,True,-1.6,0.12,0.0,0.0,0.02275609149676778,0.12,2,1130,1270
Orel Mangala,Everton,MID,36,Fulham,False,-0.35,0.12,0.0021527777777777778,0.0,0.02275609149676778,0.12,9,1140,1150
Mario Lemina,Wolves,MID,36,Brighton,True,-1.45,0.12,0.00811029411764706,0.0,0.02275609149676778,0.12,5,1070,1160
Darwin Núñez Ribeiro,Liverpool,FWD,36,Arsenal,True,0.6,0.12,0.031009018759018767,0.10300901875901869,0.12056112535125688,0.11264367816091957,1,1340,1300
Yehor Yarmoliuk,Brentford,MID,36,Ipswich,False,1.2,0.12,0.002708333333333334,0.14670833333333333,0.11811650816343444,0.064,10,1080,1080
Bilal El Khannouss,Leicester,MID,36,Nott'm Forest,False,-2.2,0.12,0.0,0.0,0.02275609149676778,0.11626666666666667,16,1080,1190
Carlos Baleba,Brighton,MID,36,Wolves,False,0.75,0.12,0.010621212121212122,0.10062121212121206,0.08815987937555561,0.12,20,1140,1120
Leandro Trossard,Arsenal,MID,36,Liverpool,False,-0.2,0.12,0.10064406869535304,0.07664406869535302,0.07257473614874724,0.12,12,1370,1370
Ismaïla Sarr,Crystal Palace,MID,36,Spurs,False,-0.9,0.12,0.2348421464156759,0.12684214641567587,0.10520348666695709,0.12,18,1140,1210
André Trindade da Costa Neto,Wolves,MID,36,Brighton,True,-1.45,0.12,0.0,0.0,0.02275609149676778,0.12,5,1070,1160
Gabriel Martinelli Silva,Arsenal,MID,36,Liverpool,False,-0.2,0.12,0.17107090838897654,0.14707090838897652,0.11835218194960251,0.12,12,1370,1370
Ryan Christie,Bournemouth,MID,36,Aston Villa,True,-1.6,0.12,0.0030952380952380953,0.0,0.02275609149676778,0.12,2,1130,1270
Mateus Gonçalo Espanha Fernandes,Southampton,MID,36,Man City,True,-4.95,0.12,0.01973673671100142,0.0,0.02275609149676778,0.12,13,1050,1350
Jacob Murphy,Newcastle,MID,36,Chelsea,True,-2.2,0.12,0.12939182941094465,0.0,0.02275609149676778,0.12,6,1140,1320
Moisés Caicedo Corozo,Chelsea,MID,36,Newcastle,False,-0.6,0.12,0.0,0.0,0.02275609149676778,0.12,15,1150,1250
Tomáš Souček,West Ham,MID,36,Man Utd,False,-0.45,0.12,0.019871675246675248,0.0,0.02275609149676778,0.12,14,1080,1110
Julio Enciso,Ipswich,MID,36,Brentford,True,-3.6,0.12,0.02016178266178266,0.0,0.02275609149676778,0.12,4,1070,1310
Jefferson Lerma Solís,Crystal Palace,MID,36,Spurs,False,-0.9,0.12,0.0008333333333333333,0.0,0.02275609149676778,0.12,18,1140,1210
Abdoulaye Doucouré,Everton,MID,36,Fulham,False,-0.35,0.12,0.007469155844155844,0.0,0.02275609149676778,0.12,9,1140,1150
Marshall Munetsi,Wolves,MID,36,Brighton,True,-1.45,0.12,0.10642005611490905,0.0,0.02275609149676778,0.12,5,1070,1160
Thomas Partey,Arsenal,MID,36,Liverpool,False,-0.2,0.12,0.011404845154845156,0.0,0.02275609149676778,0.12,12,1370,1370
Sander Berge,Fulham,MID,36,Everton,True,0.75,0.12,0.0006666666666666666,0.0906666666666666,0.08168942483010108,0.12,8,1150,1100
Anthony Gordon,Newcastle,MID,36,Chelsea,True,-2.2,0.12,0.17139895220741944,0.0,0.02275609149676778,0.12,6,1140,1320
Will Hughes,Crystal Palace,MID,36,Spurs,False,-0.9,0.12,0.0008333333333333333,0.0,0.02275609149676778,0.11657142857142856,18,1140,1210
Georginio Rutter,Brighton,MID,36,Wolves,False,0.75,0.12,0.01038365800865801,0.10038365800865795,0.08800546920239544,0.11792857142857144,20,1140,1120
Martin Ødegaard,Arsenal,MID,36,Liverpool,False,-0.2,0.12,0.056074014574014557,0.032074014574014535,0.04360420096987723,0.12,12,1370,1370
Pedro Lomba Neto,Chelsea,MID,36,Newcastle,False,-0.6,0.11,0.025439255189255192,0.0,0.02275609149676778,0.1084375,15,1150,1250
Carlos Alcaraz Durán,Everton,MID,36,Fulham,False,-0.35,0.11,0.025918262293262297,0.0,0.02275609149676778,0.11057142857142856,9,1140,1150
Edson Álvarez Velázquez,West Ham,MID,36,Man Utd,False,-0.45,0.11,0.0,0.0,0.02275609149676778,0.11255172413793103,14,1080,1110
Marcus Tavernier,Bournemouth,MID,36,Aston Villa,True,-1.6,0.11,0.020765295515295518,0.0,0.02275609149676778,0.10517241379310344,2,1130,1270
Harry Winks,Leicester,MID,36,Nott'm Forest,False,-2.2,0.11,0.0,0.0,0.02275609149676778,0.11377777777777777,16,1080,1190
Manuel Ugarte,Man Utd,MID,36,West Ham,True,0.15,0.11,0.0,0.018000000000000016,0.03445609149676779,0.11303703703703703,19,1120,1120
Dango Ouattara,Bournemouth,MID,36,Aston Villa,True,-1.6,0.11,0.10458829397126403,0.0,0.02275609149676778,0.1104375,2,1130,1270
Tyler Dibling,Southampton,MID,36,Man City,True,-4.95,0.11,0.0047619047619047615,0.0,0.02275609149676778,0.11441379310344826,13,1050,1350
Andreas Hoelgebaum Pereira,Fulham,MID,36,Everton,True,0.75,0.11,0.023845474108632008,0.11384547410863195,0.09675564966737854,0.1142,8,1150,1100
Mathys Tel,Spurs,MID,36,Crystal Palace,True,-0.1,0.11,0.03699703521255246,0.024997035212552518,0.03900416438492692,0.11399999999999999,7,1090,1120
Jadon Sancho,Chelsea,MID,36,Newcastle,False,-0.6,0.11,0.010732142857142857,0.0,0.02275609149676778,0.11055172413793102,15,1150,1250
Diogo Teixeira da Silva,Liverpool,MID,36,Arsenal,True,0.6,0.11,0.06413467303769026,0.13613467303769017,0.11124362897126638,0.07385714285714286,1,1340,1300
Boubakary Soumaré,Leicester,MID,36,Nott'm Forest,False,-2.2,0.11,0.0007142857142857143,0.0,0.02275609149676778,0.113375,16,1080,1190
Jens Cajuste,Ipswich,MID,36,Brentford,True,-3.6,0.11,0.0007142857142857143,0.0,0.02275609149676778,0.11299999999999999,4,1070,1310
Ethan Pinnock,Brentford,DEF,36,Ipswich,False,1.2,0.1,0.0029166666666666664,0.14691666666666667,0.10209030419087868,0.06,10,1080,1080
Mark Flekken,Brentford,GK,36,Ipswich,False,1.2,0.1,0.002833333333333333,0.14683333333333332,0.09544166666666666,0.01,10,1080,1080
Pape Matar Sarr,Spurs,MID,36,Crystal Palace,True,-0.1,0.1,0.0,0.0,0.02275609149676778,0.10357142857142856,7,1090,1120
Amadou Onana,Aston Villa,MID,36,Bournemouth,False,-0.8,0.1,0.003464285714285714,0.0,0.02275609149676778,0.0963076923076923,3,1160,1260
Dwight McNeil,Everton,MID,36,Fulham,False,-0.35,0.1,0.005363738738738739,0.0,0.02275609149676778,0.104,9,1140,1150
Jaden Philogene,Ipswich,MID,36,Brentford,True,-3.6,0.1,0.03965113574165298,0.0,0.02275609149676778,0.10444444444444444,4,1070,1310
Kristoffer Ajer,Brentford,DEF,36,Ipswich,False,1.2,0.1,0.000625,0.14462499999999998,0.10060072085754533,0.045433333333333326,10,1080,1080
Yasin Ayari,Brighton,MID,36,Wolves,False,0.75,0.1,0.0001388888888888889,0.09013888888888882,0.08134636927454551,0.10490322580645162,20,1140,1120
Mads Roerslev Rasmussen,Brentford,DEF,36,Ipswich,False,1.2,0.1,0.0,0.144,0.10019447085754535,0.045909090909090906,10,1080,1080
Nathan Collins,Brentford,DEF,36,Ipswich,False,1.2,0.1,0.006206996434937611,0.1502069964349376,0.10422901854025479,0.06,10,1080,1080
Kobbie Mainoo,Man Utd,MID,36,West Ham,True,0.15,0.1,0.0,0.018000000000000016,0.03445609149676779,0.1032,19,1120,1120
Stephy Mavididi,Leicester,MID,36,Nott'm Forest,False,-2.2,0.1,0.003125,0.0,0.02275609149676778,0.10146666666666666,16,1080,1190
Jordan Ayew,Leicester,MID,36,Nott'm Forest,False,-2.2,0.1,0.0024107142857142856,0.0,0.02275609149676778,0.09644444444444444,16,1080,1190
Yankuba Minteh,Brighton,MID,36,Wolves,False,0.75,0.1,0.02502930402930403,0.11502930402930397,0.09752513911581537,0.09206666666666666,20,1140,1120
Facundo Buonanotte,Leicester,MID,36,Nott'm Forest,False,-2.2,0.1,0.007949134199134199,0.0,0.02275609149676778,0.09564285714285713,16,1080,1190
Sepp van den Berg,Brentford,DEF,36,Ipswich,False,1.2,0.1,0.001287878787878788,0.14528787878787877,0.10103159206966655,0.06,10,1080,1080
Adama Traoré,Fulham,MID,36,Everton,True,0.75,0.1,0.009970959595959596,0.09997095959595953,0.08773721523414146,0.09696774193548387,8,1150,1100
Jack Hinshelwood,Brighton,MID,36,Wolves,False,0.75,0.1,0.001,0.09099999999999994,0.08190609149676775,0.09720000000000001,20,1140,1120
Archie Gray,Spurs,MID,36,Crystal Palace,True,-0.1,0.09,0.0,0.0,0.02275609149676778,0.08655172413793102,7,1090,1120
Trent Alexander-Arnold,Liverpool,DEF,36,Arsenal,True,0.6,0.09,0.05667882117882117,0.1286788211788211,0.09023570462377906,0.06,1,1340,1300
Sam Szmodics,Ipswich,MID,36,Brentford,True,-3.6,0.09,0.02624403374403374,0.0,0.02275609149676778,0.08872727272727274,4,1070,1310
Carlos Henrique Casimiro,Man Utd,MID,36,West Ham,True,0.15,0.09,0.001,0.019000000000000017,0.03510609149676779,0.08948148148148148,19,1120,1120
Rodrigo Bentancur,Spurs,MID,36,Crystal Palace,True,-0.1,0.09,0.0,0.0,0.02275609149676778,0.09187096774193548,7,1090,1120
Kalvin Phillips,Ipswich,MID,36,Brentford,True,-3.6,0.09,0.0011111111111111111,0.0,0.02275609149676778,0.08955555555555555,4,1070,1310
Harvey Barnes,Newcastle,MID,36,Chelsea,True,-2.2,0.09,0.12049534651005235,0.0,0.02275609149676778,0.0895,6,1140,1320
Carlos Soler,West Ham,MID,36,Man Utd,False,-0.45,0.09,0.0008333333333333333,0.0,0.02275609149676778,0.08593103448275861,14,1080,1110
Curtis Jones,Liverpool,MID,36,Arsenal,True,0.6,0.09,0.013860660173160172,0.0858606601731601,0.07856552060932184,0.09373333333333332,1,1340,1300
Harry Wilson,Fulham,MID,36,Everton,True,0.75,0.09,0.011666666666666665,0.1016666666666666,0.08883942483010107,0.07208695652173912,8,1150,1100
Jacob Ramsey,Aston Villa,MID,36,Bournemouth,False,-0.8,0.09,0.003422619047619047,0.0,0.02275609149676778,0.087625,3,1160,1260
Marcus Rashford,Aston Villa,MID,36,Bournemouth,False,-0.8,0.09,0.12181198237889168,0.025811982378891735,0.039533880043047406,0.08925,3,1160,1260
Jean-Ricner Bellegarde,Wolves,MID,36,Brighton,True,-1.45,0.09,0.0,0.0,0.02275609149676778,0.092,5,1070,1160
Tyler Adams,Bournemouth,MID,36,Aston Villa,True,-1.6,0.09,0.0,0.0,0.02275609149676778,0.0915,2,1130,1270
Marcus Rashford,Man Utd,MID,36,West Ham,True,0.15,0.09,0.009529733424470267,0.027529733424470283,0.040650418222673464,0.09285714285714286,19,1120,1120
Mikel Merino,Arsenal,MID,36,Liverpool,False,-0.2,0.09,0.03713653707403707,0.013136537074037051,0.03129484059489186,0.09206896551724138,12,1370,1370
Wes Burns,Ipswich,MID,36,Brentford,True,-3.6,0.08,0.0,0.0,0.02275609149676778,0.08381818181818182,4,1070,1310
Daichi Kamada,Crystal Palace,MID,36,Spurs,False,-0.9,0.08,0.0015476190476190477,0.0,0.02275609149676778,0.076,18,1140,1210
