first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Carlos,Alcaraz Durán,1,2,28,539,7,157.6,129.8,154.0,3,127,44.3,0,0,3,0.1,47,MID
Jesper,Lindstrøm,0,1,44,1229,14,309.6,214.2,237.0,0,167,76.0,6,0,2,0.1,50,MID
Jake,O'Brien,2,0,52,1343,16,107.1,299.8,98.0,4,185,50.5,3,0,5,1.2,45,DEF
Harrison,Armstrong,0,0,2,47,1,10.9,1.8,9.0,0,1,2.2,0,0,1,0.1,44,MID
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Asmir,Begovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK
Roman,Dixon,0,0,0,90,4,0.3,15.4,0.0,0,0,1.6,0,0,0,0.1,40,DEF
Orel,Mangala,1,0,39,1257,10,133.5,172.8,106.0,0,175,41.4,5,0,2,0.0,50,MID
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
David,Moyes,0,0,94,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,13.4,5,AM
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Reiss,Nelson,1,1,27,483,9,223.9,131.6,195.0,2,143,55.1,1,0,1,0.0,50,MID
Emile,Smith Rowe,6,2,107,1880,24,340.4,399.0,366.0,15,413,110.7,7,0,2,7.4,51,MID
Joachim,Andersen,0,0,49,2403,40,82.0,605.4,145.0,3,288,83.4,4,1,6,3.5,42,DEF
Adama,Traoré,2,6,83,1577,22,553.1,349.0,396.0,7,344,130.0,3,0,3,1.4,45,MID
Andreas,Hoelgebaum Pereira,2,6,77,1871,28,852.2,326.0,276.0,2,348,145.0,5,0,8,0.9,49,MID
Calvin,Bassey,1,0,73,2894,42,76.6,532.4,155.0,0,375,76.4,5,0,7,0.6,45,DEF
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Tom,Cairney,1,0,24,477,10,189.6,114.2,51.0,0,149,35.5,1,1,3,0.0,48,MID
Timothy,Castagne,0,1,46,1642,28,162.8,358.6,123.0,0,205,64.6,3,0,1,1.0,42,DEF
Issa,Diop,0,0,31,1334,19,44.7,257.6,83.0,0,146,38.3,1,0,2,0.2,43,DEF
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Alex,Iwobi,9,6,151,2797,39,829.3,763.2,647.0,16,674,224.1,6,0,1,6.5,56,MID
Bernd,Leno,0,2,105,3150,47,20.0,841.8,0.0,5,447,86.1,5,0,4,3.1,50,GK
Saša,Lukić,0,2,52,2173,33,403.2,316.0,98.0,1,330,81.7,4,0,12,0.0,48,MID
Kevin,Mbabu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Rodrigo,Muniz Carvalho,8,1,86,943,17,95.3,352.4,508.0,14,349,95.4,2,0,1,1.5,55,FWD
Raúl,Jiménez,10,3,127,2216,30,293.8,512.2,925.0,20,467,172.4,7,0,4,5.3,53,FWD
Tim,Ream,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Harrison,Reed,0,0,10,100,3,20.6,18.6,33.0,0,36,7.1,0,0,2,0.0,47,MID
Antonee,Robinson,0,10,104,2988,45,678.6,831.2,196.0,8,482,170.8,5,0,8,17.4,48,DEF
Jay,Stansfield,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,50,FWD
Kenny,Tete,0,2,47,1503,19,155.4,302.2,139.0,0,198,59.6,3,0,4,0.2,44,DEF
Carlos Vinícius,Alves Morais,0,0,3,13,1,0.0,4.0,19.0,0,14,2.3,0,0,0,0.3,50,FWD
Harry,Wilson,5,2,68,991,17,292.3,263.4,301.0,6,273,84.9,2,0,2,0.2,52,MID
Ryan,Sessegnon,4,2,54,466,7,113.8,239.2,192.0,5,124,54.5,1,0,1,2.6,42,DEF
Jorge,Cuenca Barreno,0,0,7,258,6,2.0,58.4,4.0,0,30,6.3,0,0,0,0.0,44,DEF
Josh,King,0,0,7,78,0,37.3,21.4,24.0,0,25,8.4,1,0,0,0.1,44,MID
Martial,Godo,0,0,1,14,0,0.5,1.0,6.0,0,1,0.8,0,0,0,0.0,44,MID
Sander,Berge,0,0,50,2090,30,265.6,298.2,34.0,2,312,59.7,4,0,5,0.0,50,MID
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Marco Alexandre,Saraiva da Silva,0,0,84,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,11,AM
Willian,Borges da Silva,0,0,12,235,3,101.6,25.6,23.0,0,48,15.1,1,0,0,0.0,50,MID
Julio,Enciso,2,3,52,950,19,215.9,194.2,279.0,3,201,68.3,2,0,3,0.1,54,MID
Ali,Al-Hamadi,0,0,8,125,5,25.7,5.6,32.0,0,15,6.0,0,0,3,0.2,47,FWD
Elkan,Baggott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Nathan,Broadhead,1,0,28,594,10,94.9,106.8,127.0,0,108,32.9,2,0,1,0.0,49,MID
Cameron,Burgess,0,2,23,1405,36,74.6,343.2,82.0,0,100,50.1,0,0,0,1.9,38,DEF
Wes,Burns,0,1,30,922,23,148.5,111.6,66.0,0,144,31.8,1,0,1,0.0,47,MID
Conor,Chaplin,1,2,37,679,16,121.8,97.6,86.0,0,131,30.0,1,0,1,0.1,51,MID
Harry,Clarke,0,0,1,377,10,24.4,48.2,35.0,0,-5,10.5,0,1,1,0.0,40,DEF
Leif,Davis,1,2,50,2562,66,769.1,459.0,128.0,5,170,135.5,2,1,5,0.9,42,DEF
Liam,Delap,12,2,128,2465,56,279.1,508.6,743.0,22,463,152.3,3,0,11,3.2,56,FWD
George,Edmundson,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,40,DEF
Jacob,Greaves,1,0,32,1890,47,42.1,500.2,135.0,0,139,67.8,2,0,5,2.4,38,DEF
Marcus,Myers-Harness,0,0,2,43,2,1.9,9.4,6.0,0,4,1.7,0,0,0,0.0,49,MID
George,Hirst,2,1,37,455,12,48.3,109.2,127.0,2,123,28.1,0,0,1,0.0,54,FWD
Cameron,Humphreys,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Omari,Giraud-Hutchinson,3,2,78,2270,55,369.9,333.4,354.0,6,298,105.9,3,0,5,0.2,52,MID
Ben,Johnson,1,2,29,1341,39,177.1,276.2,92.0,2,20,54.5,0,1,3,1.9,38,DEF
Freddie,Ladapo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,FWD
Massimo,Luongo,0,0,11,191,6,6.4,31.6,2.0,0,39,4.1,0,0,0,0.2,43,MID
Sam,Morsy,1,1,60,2463,61,289.9,374.2,33.0,5,360,69.6,2,0,10,0.1,48,MID
Corrie,Ndaba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Cieran,Slicker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,GK
Jack,Taylor,1,0,34,710,19,93.4,127.4,81.0,1,124,30.0,0,0,3,0.0,48,MID
Axel,Tuanzebe,0,1,22,1445,32,70.1,254.2,21.0,0,63,34.4,1,1,3,1.2,39,DEF
Christian,Walton,0,0,14,540,16,10.0,139.4,0.0,2,38,14.9,1,0,0,0.2,43,GK
Luke,Woolfenden,0,0,17,1142,28,6.1,241.4,8.0,0,81,25.7,1,0,2,1.2,39,DEF
Kalvin,Phillips,0,0,26,1209,30,114.7,179.2,37.0,0,163,33.0,1,1,4,0.1,48,MID
Arijanet,Muric,0,0,49,1620,33,0.0,531.2,0.0,5,186,53.1,1,0,1,0.5,44,GK
Jaden,Philogene,2,0,37,796,22,98.2,159.0,190.0,3,116,43.9,2,1,3,0.1,53,MID
Conor,Townsend,0,1,11,334,6,56.0,110.2,13.0,0,43,18.0,0,0,1,0.5,39,DEF
Sam,Szmodics,4,0,53,976,17,81.6,211.4,263.0,2,161,55.1,2,0,2,0.2,57,MID
Jens,Cajuste,1,0,54,1776,42,177.9,240.8,46.0,2,269,46.1,1,0,2,0.1,45,MID
Dara,O'Shea,0,2,44,2807,69,56.8,784.2,178.0,1,201,101.7,2,0,6,1.2,39,DEF
Jack,Clarke,0,4,48,1016,28,283.8,214.4,124.0,0,202,62.0,1,0,2,0.0,54,MID
Chiedozie,Ogbene,0,0,7,237,3,30.2,22.8,12.0,0,29,6.4,0,0,0,0.0,48,MID
Ben,Godfrey,0,0,-1,158,10,2.3,15.0,2.0,0,-27,1.9,0,0,1,0.0,40,DEF
Kieran,McKenna,0,0,45,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,5,AM
Alex,Palmer,0,0,17,945,27,10.0,299.8,0.0,0,66,30.9,0,0,2,0.1,45,GK
Somto,Boniface,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Tom,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Facundo,Buonanotte,4,2,67,1461,31,404.3,377.0,280.0,4,269,105.9,2,0,7,0.4,45,MID
Jordan,Ayew,5,0,66,1412,38,259.5,246.2,284.0,3,251,79.0,2,0,6,0.2,51,MID
Odsonne,Edouard,0,0,7,141,3,25.0,5.0,50.0,0,14,8.0,0,0,0,0.2,51,FWD
Boubakary,Soumaré,0,0,41,1949,50,245.0,260.8,45.0,0,295,55.2,0,0,8,0.3,44,MID
Tom,Cannon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD
Hamza,Choudhury,0,0,4,129,5,30.4,33.8,6.0,0,29,7.0,0,0,0,1.1,44,MID
Conor,Coady,0,0,18,1397,38,31.7,271.2,27.0,0,71,33.1,0,0,2,0.3,40,DEF
Patson,Daka,1,0,30,631,16,40.4,79.8,144.0,2,97,25.8,0,0,0,0.6,48,FWD
Bobby,De Cordova-Reid,1,4,48,734,17,84.4,102.2,72.0,2,145,26.0,1,0,2,0.1,52,MID
Wout,Faes,1,0,40,2497,59,67.2,604.8,114.0,0,182,78.7,1,0,4,4.9,38,DEF
Michael,Golding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Mads,Hermansen,0,0,63,2385,58,0.2,827.0,0.0,1,231,82.8,1,0,1,0.4,44,GK
Daniel,Iversen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK
James,Justin,2,1,51,2624,64,236.5,523.4,198.0,2,147,96.0,1,0,5,1.1,41,DEF
Victor,Kristiansen,0,1,32,2380,60,356.7,506.4,36.0,0,154,89.7,1,0,1,0.1,44,DEF
Wanya,Marçal-Madivádua,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Stephy,Mavididi,4,1,72,1606,38,375.3,339.2,302.0,5,270,101.5,1,0,2,0.3,50,MID
Kasey,McAteer,0,1,22,568,13,88.7,69.8,91.0,0,80,24.8,1,0,2,0.0,47,MID
Wilfred,Ndidi,0,4,54,2103,46,271.4,483.2,266.0,1,325,102.0,1,0,8,0.2,49,MID
Caleb,Okoli,1,0,26,1121,26,15.2,318.6,73.0,1,103,40.7,1,0,4,0.5,40,DEF
Ricardo,Barbosa Pereira,0,0,9,338,6,13.7,54.0,19.0,0,42,8.7,0,0,1,0.1,41,DEF
Harry,Souttar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jakub,Stolarczyk,0,0,11,585,12,0.0,140.8,0.0,0,50,14.1,0,0,1,0.4,40,GK
Luke,Thomas,0,0,11,827,21,75.8,177.8,20.0,0,75,27.3,0,0,1,1.4,39,DEF
Jamie,Vardy,8,4,111,2617,66,255.3,409.0,672.0,13,411,133.2,2,0,5,4.7,53,FWD
Jannik,Vestergaard,0,0,11,1390,35,46.6,321.0,53.0,0,86,42.4,0,0,5,1.6,39,DEF
Danny,Ward,0,0,2,135,6,0.0,35.4,0.0,0,-5,3.6,0,0,0,2.1,39,GK
Harry,Winks,0,2,40,1536,34,319.6,272.8,37.0,0,282,63.2,0,0,4,4.8,43,MID
Oliver,Skipp,0,0,21,941,24,136.6,92.6,29.0,0,104,25.7,1,0,7,0.0,47,MID
Abdul,Fatawu,0,2,26,576,14,104.3,147.6,148.0,3,125,40.1,0,0,0,0.2,51,MID
Will,Alves,0,0,1,1,0,0.3,0.0,0.0,0,3,0.0,0,0,0,0.1,44,MID
Ben,Nelson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Bilal,El Khannouss,2,3,73,1961,52,494.1,329.8,150.0,6,332,97.2,1,0,4,0.2,48,MID
Henry,Cartwright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Thomas,Wilson-Brown,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Woyo,Coulibaly,0,0,1,107,6,3.4,24.4,24.0,0,-4,5.2,0,0,1,0.0,40,DEF
Ruud,van Nistelrooij,0,0,18,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,5,AM
Jeremy,Monga,0,0,3,28,1,0.4,6.0,2.0,0,6,0.8,0,0,0,0.0,45,MID
Olabade,Aluko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jake,Evans,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
Alisson,Ramses Becker,0,0,101,2148,20,13.0,466.6,0.0,9,394,47.8,10,0,0,8.6,55,GK
Trent,Alexander-Arnold,3,7,146,2238,22,794.4,702.6,259.0,13,593,175.4,12,0,5,17.4,72,DEF
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Conor,Bradley,0,1,34,524,5,83.0,104.2,138.0,3,135,32.5,3,0,3,0.9,47,DEF
Bobby,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Darwin,Núñez Ribeiro,5,3,62,1002,17,124.4,249.2,361.0,6,235,72.7,2,0,8,1.9,70,FWD
Diogo,Teixeira da Silva,6,4,84,1086,10,165.7,300.6,509.0,4,228,96.7,7,0,2,2.7,72,MID
Ben,Doak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harvey,Elliott,0,1,16,189,1,92.3,46.4,82.0,0,58,22.2,0,0,1,0.2,52,MID
Endo,Wataru,0,0,17,157,2,17.9,30.0,4.0,0,55,5.1,0,0,0,0.1,46,MID
Cody,Gakpo,9,4,107,1614,19,447.4,526.8,580.0,17,494,155.6,5,0,5,5.0,72,FWD
Joe,Gomez,0,0,14,517,8,38.5,130.4,58.0,0,83,22.8,1,0,1,0.4,47,DEF
Ryan,Gravenberch,0,4,89,2921,29,449.1,536.2,111.0,1,547,109.8,14,0,5,0.7,50,MID
Curtis,Jones,3,5,80,1429,20,292.8,347.0,360.0,4,349,99.4,6,1,1,0.2,53,MID
Caoimhin,Kelleher,0,0,45,900,12,0.0,224.2,0.0,1,156,22.4,4,0,0,1.3,40,GK
Ibrahima,Konaté,1,2,102,2320,22,156.2,544.8,129.0,4,470,83.4,11,0,5,7.7,53,DEF
Luis,Díaz,12,7,172,2220,16,722.7,717.6,853.0,20,593,229.2,15,0,2,18.3,76,MID
Mohamed,Salah,28,18,328,3014,31,1081.7,1517.0,1845.0,52,1087,444.3,15,0,1,70.9,138,MID
Alexis,Mac Allister,5,5,117,2552,22,699.9,634.2,357.0,8,559,169.0,14,0,6,1.9,62,MID
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Nathaniel,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Jarell,Quansah,0,0,10,308,6,17.1,87.0,13.0,0,40,11.8,0,0,1,1.1,39,DEF
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Andrew,Robertson,0,0,85,2305,29,637.1,364.6,173.0,4,379,117.2,10,1,3,4.1,58,DEF
Dominik,Szoboszlai,5,9,128,2251,24,725.2,509.0,557.0,14,542,178.6,12,0,6,2.8,62,MID
Konstantinos,Tsimikas,0,1,41,658,3,189.4,168.6,56.0,3,200,41.6,4,0,2,0.2,46,DEF
Virgil,van Dijk,2,1,135,3060,32,197.7,830.2,272.0,8,599,129.9,14,0,3,26.0,67,DEF
Federico,Chiesa,0,0,4,33,1,2.4,3.4,34.0,0,8,3.9,0,0,0,0.2,68,MID
Vítezslav,Jaros,0,0,1,11,0,0.0,8.8,0.0,0,6,0.9,0,0,0,0.1,40,GK
Harvey,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Treymaurice,Nyoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jayden,Danns,0,0,1,10,1,0.3,0.0,0.0,0,2,0.0,0,0,0,0.0,45,FWD
Arne,Slot,0,0,106,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,10.7,15,AM
Manuel,Akanji,0,0,47,1742,27,233.9,301.8,56.0,1,244,59.2,4,0,3,2.2,53,DEF
Nathan,Aké,0,0,25,677,11,33.7,104.6,20.0,0,121,15.9,3,0,0,0.8,53,DEF
Bernardo,Veiga de Carvalho e Silva,3,4,93,2397,36,710.3,530.8,488.0,10,495,173.0,7,0,7,2.6,61,MID
Oscar,Bobb,0,0,2,13,0,12.4,4.2,0.0,0,10,1.6,0,0,0,0.1,47,MID
Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Kevin,De Bruyne,4,9,107,1531,19,798.6,446.0,371.0,12,435,161.3,8,0,2,8.5,94,MID
Jérémy,Doku,3,6,83,1387,13,462.0,437.0,449.0,3,407,135.1,7,0,1,1.5,62,MID
Ederson,Santana de Moraes,0,4,97,2050,25,43.0,526.8,0.0,9,350,56.9,8,0,3,5.0,53,GK
Phil,Foden,7,3,101,1688,24,719.0,440.4,438.0,10,438,159.3,5,0,2,4.7,91,MID
Jack,Grealish,1,1,37,709,9,321.4,155.2,234.0,4,184,71.1,2,0,3,0.2,64,MID
Joško,Gvardiol,5,0,137,3008,40,475.7,806.6,434.0,13,558,172.0,11,0,2,33.6,64,DEF
Erling,Haaland,21,3,171,2480,38,323.4,906.4,1408.0,26,750,264.0,7,0,2,22.0,148,FWD
Julián,Álvarez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,70,FWD
João,Cavaco Cancelo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,53,DEF
Mateo,Kovačić,6,2,104,2045,28,523.6,564.8,195.0,13,510,128.5,9,0,5,1.3,54,MID
Rico,Lewis,1,2,60,1813,27,207.2,289.0,131.0,1,263,62.6,4,1,3,3.6,43,DEF
Matheus Luiz,Nunes,1,5,70,1490,18,386.9,331.8,174.0,6,327,89.3,8,0,4,0.1,49,MID
James,McAtee,3,0,30,295,6,46.8,108.6,134.0,0,98,28.3,0,0,1,0.1,46,MID
Stefan,Ortega Moreno,0,0,35,1099,18,0.0,292.6,0.0,0,144,29.4,3,0,1,0.8,52,GK
Rodrigo 'Rodri',Hernandez,0,0,2,65,0,17.1,10.8,0.0,0,18,2.8,0,0,0,0.8,62,MID
Rúben,Gato Alves Dias,0,0,72,1999,20,156.0,397.0,118.0,3,337,67.2,9,0,4,3.9,54,DEF
John,Stones,2,0,29,544,11,49.8,155.6,70.0,2,92,27.4,1,0,1,1.0,53,DEF
Kyle,Walker,0,0,13,966,21,147.7,157.4,29.0,0,63,33.5,0,0,3,2.6,51,DEF
Sávio 'Savinho',Moreira de Oliveira,1,11,104,1730,25,659.9,410.0,659.0,15,433,173.2,8,0,3,2.7,62,MID
Nico,O'Reilly,2,0,30,511,3,76.2,133.4,110.0,4,118,32.0,3,0,0,0.4,49,MID
Ilkay,Gündogan,0,5,77,2044,28,685.3,312.2,221.0,2,381,121.9,8,0,1,0.5,63,MID
Issa,Kaboré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Jacob,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jahmai,Simpson-Pusey,0,0,1,95,2,2.2,19.6,2.0,0,7,2.4,0,0,1,0.0,40,DEF
Josh,Wilson-Esbrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Divin,Mubama,0,0,1,27,0,0.1,0.2,5.0,0,2,0.5,0,0,0,0.1,45,FWD
Max,Alleyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Spike,Brits,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Abdukodir,Khusanov,0,0,14,503,6,33.9,102.0,4.0,0,78,14.1,2,0,1,0.4,50,DEF
Vitor,de Oliveira Nunes dos Reis,0,0,1,1,0,0.0,3.2,0.0,0,4,0.3,0,0,0,0.0,45,DEF
Pep,Guardiola,0,0,89,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,27.2,15,AM
Omar,Marmoush,6,1,62,997,12,218.5,282.4,355.0,10,273,85.4,6,0,0,29.8,76,FWD
Nico,González,0,1,22,649,6,71.0,87.8,34.0,0,87,19.0,5,0,3,0.0,60,MID
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,58,MID
Amad,Diallo,6,7,107,1591,25,552.3,516.8,477.0,14,462,154.7,6,0,3,3.8,53,MID
Antony Matheus,dos Santos,0,0,8,135,2,50.7,35.0,74.0,0,37,15.8,0,0,0,0.2,57,MID
Bruno,Borges Fernandes,8,11,164,2757,44,1281.0,961.4,542.0,27,759,278.0,9,2,2,16.6,85,MID
Altay,Bayindir,0,0,0,90,4,0.0,18.2,0.0,0,-6,1.8,0,0,0,0.1,43,GK
Carlos Henrique,Casimiro,1,0,44,1330,20,318.8,404.0,238.0,3,274,96.2,4,0,3,0.4,46,MID
Diogo,Dalot Teixeira,0,4,94,2787,45,432.4,493.2,255.0,9,347,117.8,8,0,5,5.0,50,DEF
Christian,Eriksen,0,1,34,988,14,359.9,159.0,48.0,0,181,56.7,4,0,4,0.2,52,MID
Jonny,Evans,0,0,14,288,2,4.1,51.0,6.0,3,62,6.1,1,0,1,0.1,44,DEF
Alejandro,Garnacho,5,3,92,2047,31,441.8,384.0,865.0,4,321,168.3,5,0,2,4.7,59,MID
Hannibal,Mejbri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Rasmus,Højlund,4,1,72,1738,28,221.4,177.6,333.0,8,240,72.4,5,0,2,1.0,69,FWD
Victor,Lindelöf,0,0,17,463,7,38.9,90.2,6.0,0,60,13.6,1,0,1,0.1,43,DEF
Harry,Maguire,1,0,39,1478,23,78.4,366.8,199.0,3,186,64.5,2,0,7,0.7,49,DEF
Kobbie,Mainoo,0,0,36,1412,21,230.6,166.8,123.0,0,197,52.4,5,0,5,1.7,52,MID
Tyrell,Malacia,0,0,2,99,1,13.9,5.2,0.0,0,2,1.7,0,0,1,0.0,44,DEF
Lisandro,Martínez,2,1,68,1751,27,153.9,426.6,158.0,5,293,73.8,6,0,7,2.3,43,DEF
Scott,McTominay,0,0,2,17,1,0.3,3.2,5.0,0,4,0.9,0,0,0,0.1,49,MID
Mason,Mount,0,0,12,365,7,79.6,32.0,93.0,0,20,19.8,1,0,3,0.1,63,MID
André,Onana,0,0,118,2970,43,13.0,714.4,0.0,8,430,72.8,9,0,0,5.2,49,GK
Facundo,Pellistri Rebollo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Luke,Shaw,0,0,4,170,1,65.8,43.8,11.0,0,33,12.1,0,0,1,0.2,49,DEF
Joshua,Zirkzee,3,2,64,1385,24,212.0,222.6,351.0,6,216,78.0,3,0,2,1.5,65,FWD
Leny,Yoro,0,0,21,1064,21,43.3,187.0,54.0,0,85,28.5,1,0,5,0.2,43,DEF
Matthijs,de Ligt,2,0,68,2085,34,88.6,511.6,303.0,3,315,90.8,4,0,3,3.0,48,DEF
Noussair,Mazraoui,0,1,85,2637,40,301.2,564.6,117.0,5,387,98.2,7,0,2,7.7,42,DEF
Toby,Collyer,0,0,6,174,2,29.9,40.4,8.0,0,40,7.9,0,0,0,0.0,45,MID
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD
Manuel,Ugarte,1,1,44,1609,26,175.3,274.8,96.0,1,284,54.5,4,0,9,0.1,49,MID
Ayden,Heaven,0,0,2,95,1,0.7,28.2,2.0,0,20,3.1,0,0,0,0.1,40,DEF
Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harry,Amass,0,0,3,165,3,18.9,23.0,5.0,0,6,4.7,0,0,0,0.1,40,DEF
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Godwill,Kukonki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ruben Filipe,Marques Diogo Amorim,0,0,63,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,8,AM
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Patrick,Dorgu,0,0,8,584,9,109.0,72.0,92.0,0,59,27.2,1,1,3,0.2,45,DEF
Chido,Obi-Martin,0,0,4,61,1,4.3,8.2,28.0,0,15,3.9,0,0,1,0.2,45,FWD
Tyler,Fredricson,0,0,2,90,1,3.5,21.6,2.0,0,15,2.7,0,0,0,0.0,40,DEF
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Hubert,Graczyk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
Miguel,Almirón Rejala,0,0,10,150,3,40.9,15.2,57.0,0,36,11.3,0,0,0,0.3,54,MID
Harvey,Barnes,9,5,121,1404,20,335.9,492.0,573.0,13,415,140.2,5,0,0,5.8,60,MID
